Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
28446,1.25762032831945,-0.853503969004225,0.916059510308874,-0.64439064129813,-1.3954992707423,-0.25469609425809,-1.07807428971894,0.0859898551860176,-0.349088625184996,0.557486227288997,-0.160903618556258,-0.74792492574846,-0.0759845867306176,-0.336921676767231,1.41242034165537,1.20906714564763,0.357091304962412,-1.24885867234998,-0.145131196327592,0.112336861833012,0.427783731991347,1.12052224270174,-0.101516369907808,0.121651612437352,0.327743628980905,-0.0228120661234518,0.0443535525891694,0.0283507357873952,49.98,0.0
31419,-7.15925752279698,6.67430786199581,-3.15853548726958,-0.0874626426579253,-2.41639772333429,5.30096411202442,-12.8168590070394,-27.5963666169346,-3.0729166442658,-5.13146420543246,-0.737712788671654,2.87221504929939,-3.10312258046613,5.20982731327925,-0.630110928048967,2.60593073253476,0.843853382965772,1.01570422080001,-1.26104777255991,7.18560797447026,-14.0451850954426,3.66897901534608,2.47161776541197,-0.781132135309075,-0.777955499145277,-0.0926062232513037,-0.366506877153634,0.284070276156179,1.98,0.0
2683,-0.489161757111259,1.08370209892236,1.13582153608177,1.77278400087725,1.10629781747611,1.11511818078517,0.821208655574045,0.459192592169995,-1.42552353694262,0.148038025276359,0.301816041479343,-0.763607210414834,-1.76862076698265,0.851480001438656,1.22877346743524,-1.04667829624479,0.945687100507007,-2.19346200472178,-2.41417502503974,-0.324677785066603,0.189287547060011,0.531310816255385,-0.0324861767214063,-0.675543827976833,-0.112642314442258,0.140934893231521,0.0425978290595697,0.0021486391889307,18.94,0.0
26214,-3.54376390615153,-2.41542586273557,0.434703985359826,1.68516985059438,0.869945543825108,-1.12059710323595,0.809714721286823,-0.008040665780279,-0.593419388505221,0.189591849895683,1.19300260686102,0.545280162165033,0.0955478975553757,0.483431173725436,0.582841278719331,0.114360811238082,-0.512492370833728,0.729856307142158,0.947956456404305,-0.435803323298988,-0.0037896507854034,0.842620732124781,2.39516308695377,0.292908798873083,0.365773057571998,-0.315107866380014,-0.395121435748398,0.439855247302977,198.0,0.0
27130,1.04247203953995,-1.01795091041013,0.939469799424144,0.459899199243746,-1.20839463427865,0.726857585435093,-1.1368810064676,0.29398324066087,-0.23266843057764,0.729760881172938,-1.40628626947864,-0.803650867841269,-0.234739246345194,-0.133975620462495,1.8168112536104,-0.689257655943795,-0.495894698657916,1.89806144396738,-1.68125936683784,-0.320372683996922,-0.0719969234832046,0.0329246574591951,-0.159483469286307,-0.821488664986571,0.21412107175824,-0.165319800630069,0.0871408997192465,0.0564213130513007,134.0,0.0
4184,-0.698062677197944,0.925800209018271,2.21456510594712,2.82701494029598,0.975573619151239,0.994788563890725,0.476717270828195,0.117039605977648,-0.492617026736254,0.533285593550765,2.56601186239261,-2.66933073144812,0.784854378413985,2.03337055801516,0.427329493461835,-0.61096220020912,1.06676349952645,-0.123436501444348,0.296603181048814,0.23066006584123,-0.133406920860683,-0.150457577998396,-0.0608240427457891,-0.376764610437674,-0.0842194820122051,0.14278619170516,-0.119850241024854,-0.154460158994506,37.96,0.0
26068,1.02131740460407,-0.987512810326134,0.490946588564219,-1.48847239086582,-0.42455107750963,1.5062527061429,-1.02339111960521,0.650292420121334,2.21798868647634,-1.40595262078497,-0.185640754517442,0.523620232691454,-0.97585611641468,-0.038432632927584,2.13223326372404,-1.64324223112151,1.14749820362578,-1.71503469861256,-0.460234049988252,-0.179070217511973,0.025334148977079,0.376137105110607,0.0172171164005105,-1.45805387779529,0.0956986416077932,0.123936049867137,0.104801651568023,0.0110380417555893,50.35,0.0
28572,-0.930311126514939,0.504777000309079,1.96575135182131,-1.00448304244819,0.199311667185171,-0.988113785767831,0.511257630327841,0.021831696355517,-0.703526921338486,-0.702778111308177,1.35374590805613,0.563554348383789,-0.202827740127367,0.281894672013846,-0.219667875916676,0.508572622558416,-0.682096701812602,0.215624666281745,-0.321183983200298,0.014047180468495,0.198865377487775,0.403778713945183,-0.327751197591312,0.610636127401983,0.360184751367403,1.00544600691736,-0.0770909610800387,0.0398554521516186,2.92,0.0
27255,0.963660312219079,-0.130515066909396,0.248643798627783,1.36104598846798,-0.516242687177387,-0.838238870955215,0.280356846536923,-0.205441583706496,0.0499667751228858,0.016136744227448,-0.506575862633695,-0.106417315952449,-0.463522898806181,0.464407112400027,1.01254346068947,0.192642839486462,-0.438357020945303,0.0237259925029634,-0.516026699509583,0.109192479493912,0.148859273858199,0.135963864027625,-0.225688467309658,0.394692231014942,0.604633957070251,-0.294199642536503,-0.0116283370644624,0.0453183476646956,144.0,0.0
26651,0.316346791499552,1.52584604353907,-2.55298553933,1.62630721256316,0.679398663012001,-1.07049318653817,0.707113485783244,0.377194999847746,-0.275312794095642,-1.48725204838911,0.0706681594447535,-1.44886214413119,-1.6616607823706,-2.88103365879342,1.51562965208193,0.906918233167603,3.17608100504029,1.49919307124499,-0.598301157006931,0.0585903095782969,-0.0773490895873145,-0.292963121836688,0.331075204480136,-0.828567122230764,-0.461283037184612,-0.335349178738183,0.106693555730522,-0.0527382555510456,89.99,0.0
15188,1.25659291125507,0.0633021690563735,0.636209671653853,-0.0545583312060485,-0.439047763378809,-0.445846727586483,-0.355394598905552,-0.119705679315664,1.33472461897287,-0.43738768319294,2.24786120983471,-1.32498652413492,2.45413376443372,1.60111535709166,-0.239462614119898,0.636280410857335,-0.0420041034117562,0.370748359580362,0.231826636326365,-0.030257628989125,-0.242904519116677,-0.451948591961928,0.0427199360102907,0.0246072515715626,0.130221020896792,0.865698072000795,-0.0981022374282543,-0.0079895250189054,7.63,0.0
